article group;article group name;item number;article description;supplier;supplier's item number;EAN number 1;EAN number 2;EAN number 3;EAN number 4;EAN number 5;EAN number 6;retail price;availability (tendency);mark new prices;price changes;deleted items;kits;partner programme
BDJ;Digital compact cameras w. interchangeable lenses;880327;Canon EOS M3 Kit + EF-M 18-55 IS STM;Canon;9694B063;8714574626017;;;;;;536.75;onorder;;;;0;
BDJ;Digital compact cameras w. interchangeable lenses;882455;Samsung NX500 Kit weiß + 3,5-5,6/16-50 PZ ED OIS;Samsung;EV-NX500ZBMHDE;8806086662567;;;;;;570.16;available;;;;0;
BDJ;Digital compact cameras w. interchangeable lenses;882462;Samsung NX500 Kit schwarz + 3,5-5,6/16-50 PZ ED OIS;Samsung;EV-NX500ZBMIDE;8806086662604;;;;;;570.16;awaiting;;;;0;
BDJ;Digital compact cameras w. interchangeable lenses;882469;Samsung NX500 Kit braun + 3,5-5,6/16-50 PZ ED OIS;Samsung;EV-NX500ZBMJDE;8806086662628;;;;;;570.16;available;;;;0;
BDJ;Digital compact cameras w. interchangeable lenses;890862;Samsung NX30 Kit + 16-50 PZ;Samsung;EV-NX30ZZBMBDE;8806086739931;;;;;;591.13;onorder;;;;0;
BDJ;Digital compact cameras w. interchangeable lenses;897673;Nikon 1 J5 Body schwarz;Nikon;VVA241AE;0018208943326;;;;;;346.68;onorder;;;;0;Nikon NCP
BDJ;Digital compact cameras w. interchangeable lenses;897694;Nikon 1 J5 Kit silber + 10-30 PD-Zoom;Nikon;VVA243K001;0018208943357;;;;;;422.18;onorder;;;;0;Nikon NCP
BDJ;Digital compact cameras w. interchangeable lenses;897708;Nikon 1 J5 Kit schwarz + 10-100 mm;Nikon;VVA241K002;0018208944927;;;;;;554.68;onorder;;;;0;Nikon NCP
BDK;Special cameras;422079;dnt Findoo 3.6 Inspection Camera;DNT;52112;4011942521122;;;;;;121.98;onorder;;;;0;
BDK;Special cameras;422086;dnt Findoo Fix Pro Inspection Camera;DNT;52099;4011942520996;;;;;;65.25;onorder;;;;0;
BDK;Special cameras;422093;dnt Findoo ProfiLine Plus Inspection Camera;DNT;52113;4011942521139;4011942600421;;;;;157.44;available;;;;0;
BDK;Special cameras;530852;dnt Findoo Grip Inspection Camera;DNT;52119;4011942521191;;;;;;135.56;available;;;;0;
BDK;Special cameras;530873;dnt ScopeIT Pro-V Inspection Camera;DNT;52123;4011942521238;;;;;;63.04;available;;;;0;
BDK;Special cameras;623364;Polaroid Z 2300 black;Polaroid;Z2300B;0815361016313;;;;;;169.53;awaiting;;;;0;
BDK;Special cameras;623385;Polaroid Z 2300 white;Polaroid;POLZ2300W;0815361016542;;;;;;169.53;available;;;;0;
BDK;Special cameras;667632;dnt Findoo MicroCam;DNT;52117;4011942521177;;;;;;153.77;available;;;;0;
BDK;Special cameras;670474;dnt Findoo Wifi;DNT;52121;4011942521214;;;;;;84.73;onorder;;;;0;
BDK;Special cameras;672658;Bresser Wildlife Camera;Bresser;3310000;4007922200798;;;;;;78.74;available;;;;0;
BDK;Special cameras;705089;BUSHNELL Trophy CAM HD brown 2013;Bushnell;119537;0029757120175;029757120175;;;;;143.19;available;;;;0;
BDK;Special cameras;705145;BUSHNELL NatureView CAM HD oliv green 2013;Bushnell;119438;0029757119698;029757119698;;;;;148.67;onorder;;;;0;
BDK;Special cameras;705152;BUSHNELL NatureView CAM HD MAX oliv green 2013;Bushnell;119439;0029757119766;029757119766;;;;;194.41;available;;;;0;
BDK;Special cameras;816753;BUSHNELL Surveillance Security Cam 6MP black;Bushnell;B119514C;0029757195142;;;;;;100.64;available;;;;0;
BDK;Special cameras;850920;dnt Findoo Watch;DNT;52160;4011942521603;;;;;;135.96;available;;;;0;
BDK;Special cameras;851389;Bresser Security camera 120°;Bresser;3330000;4007922001746;;;;;;137.96;available;;;;0;
BDK;Special cameras;851396;Bresser Security camera 8MP HD SSL E-Mail/MMS;Bresser;3340001;4007922014746;;;;;;219.70;available;;;;0;
BDK;Special cameras;881797;Dörr Wild Snap IR X12 Wild-& Security camera;Dörr;204398;4000461077838;;;;;;99.28;available;;;;0;
BDK;Special cameras;884149;Polaroid Socialmatic Camera schwarz;Polaroid;POLSM01B;0840102106374;;;;;;282.54;available;;;;0;
BDK;Special cameras;884156;Polaroid Socialmatic Camera weiß;Polaroid;POLSM01W;0840102106381;;;;;;282.54;available;;;;0;
BDR;Lenses for SLR;101157;Sony              1,4/85 Carl Zeiss;Sony;SAL85F14Z.AE;4905524340570;;;;;;1026.04;onorder;;;;0;Sony Europe Retail Partner Programm
BDR;Lenses for SLR;101164;Sony              1,8/135 Carl Zeiss;Sony;SAL135F18Z.AE;4905524340600;;;;;;1243.91;available;;;;0;Sony Europe Retail Partner Programm
BDR;Lenses for SLR;101171;Sony DT       3,5-4,5/16-80 Carl Zeiss;Sony;SAL1680Z.AE;4905524340723;;;;;;547.55;onorder;;;;0;Sony Europe Retail Partner Programm
BDR;Lenses for SLR;101192;Sony G            1,4/35;Sony;SAL35F14G.AE;4905524340549;;;;;;1102.50;onorder;;;;0;Sony Europe Retail Partner Programm
BDR;Lenses for SLR;101227;Sony              1,4/50;Sony;SAL50F14.AE;4905524340846;;;;;;309.95;onorder;;;;0;Sony Europe Retail Partner Programm
BDR;Lenses for SLR;101234;Sony              2,8/16;Sony;SAL16F28.AE;4905524340907;;;;;;661.84;onorder;;;;0;Sony Europe Retail Partner Programm
BDR;Lenses for SLR;101241;Sony              2,8/20;Sony;SAL20F28.AE;4905524340938;;;;;;456.30;onorder;;;;0;Sony Europe Retail Partner Programm
BDR;Lenses for SLR;101255;Sony              2,8/135 STF;Sony;SAL135F28.AE;4905524340990;;;;;;912.59;onorder;;;;0;Sony Europe Retail Partner Programm
BDR;Lenses for SLR;101269;Sony              2,8/50 Macro;Sony;SAL50M28.AE;4905524341058;;;;;;365.03;onorder;;;;0;Sony Europe Retail Partner Programm
BDR;Lenses for SLR;101276;Sony              2,8/100 Macro;Sony;SAL100M28.AE;4905524341089;;;;;;608.39;onorder;;;;0;Sony Europe Retail Partner Programm
BDR;Lenses for SLR;103693;Sony 2,8/24-70 ZA SSM II Carl Zeiss Objektiv;Sony;SAL2470Z2.SYX;4548736007925;;;;;;1664.86;onorder;;;;0;Sony Europe Retail Partner Programm
BDR;Lenses for SLR;103700;Sony 2,8/16-35 ZA SSM II;Sony;SAL1635Z2.SYX;4548736007956;;;;;;1775.84;onorder;;;;0;Sony Europe Retail Partner Programm
BDR;Lenses for SLR;104295;Tokina AT-X 2,8/11-16 Pro   C/AF DX Video;Tokina;T5111651;4013904001673;;;;;;534.02;onorder;;;;0;
BDR;Lenses for SLR;104302;Tokina AT-X 2,8/11-16 Pro   N/AF DX Video;Tokina;T5111653;4013904001680;;;;;;534.02;onorder;;;;0;
BDR;Lenses for SLR;104309;Tokina AT-X 4/12-28 Pro DX  C/AF Video;Tokina;T5122851;4013904001697;;;;;;522.55;onorder;;;;0;
BDR;Lenses for SLR;106668;Canon EF 1,8/50 STM;Canon;0570C005;4549292037692;;;;;;99.32;onorder;;;;0;
BDR;Lenses for SLR;116081;Canon EF-L USM   1,2/50;Canon;1257B005;4960999354972;;;;;;1102.30;available;;;;0;
BDR;Lenses for SLR;116088;Canon EF-L USM   4,0/70-200 IS;Canon;1258B005;4960999354989;;;;;;921.97;available;;;;0;
BDR;Lenses for SLR;121947;Tokina ATX 3,5-4,5/10-17 DX C/AF;Tokina;T4101701;4961607634127;;;;;;492.60;available;;;;0;
BDR;Lenses for SLR;124530;Sigma EX 3,5/8 fisheye DG  SI/AF;Sigma;485940;0085126485405;;;;;;730.29;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;132634;Canon EF-L   4,5-5,6/100-400 IS USM;Canon;2577A011;4960999214047;8714574991610;;;;;1163.35;available;;;;0;
BDR;Lenses for SLR;132641;Canon EF-L USM   1,4/35;Canon;2512A011;4960999214023;;;;;;1046.40;onorder;;;;0;
BDR;Lenses for SLR;133406;Nikon AF-S DX 3,5-5,6/18-55 ED II black;Nikon;JAA797DB;0182080217032;4960759025234;;;;;112.69;awaiting;;;;0;
BDR;Lenses for SLR;151725;Canon EF-L USM   2,8/16-35 II;Canon;1910B005;4960999416632;;;;;;1190.85;available;;;;0;
BDR;Lenses for SLR;154392;Olympus Zuiko SWD 2,8-4,0/12-60;Olympus;N2931192;4545350010799;;;;;;941.40;onorder;;;;0;
BDR;Lenses for SLR;154399;Olympus Zuiko SWD 2,8-3,5/50-200;Olympus;N2931292;4545350010805;;;;;;994.85;onorder;;;;0;
BDR;Lenses for SLR;154406;Olympus Zuiko D 4,0-5,6/70-300 ED;Olympus;N2931392;4545350010812;;;;;;310.49;onorder;;;;0;
BDR;Lenses for SLR;157080;Tamron SP 2,8/70-200 DI     C/AF;Tamron;A001E;4960371004990;;;;;;447.23;awaiting;;;;0;
BDR;Lenses for SLR;157087;Tamron SP 2,8/70-200 DI     NAFD;Tamron;A001NII;4960371005010;;;;;;447.23;awaiting;;;;0;
BDR;Lenses for SLR;157094;Tamron SP 2,8/70-200 DI     P/AF;Tamron;A001P;4960371005027;;;;;;447.23;awaiting;;;;0;
BDR;Lenses for SLR;157101;Tamron SP 2,8/70-200 DI    SO/AF;Tamron;A001S;4960371005003;;;;;;447.23;available;;;;0;
BDR;Lenses for SLR;168173;Canon EF DC  4,0-5,6/75-300 III;Canon;6473A015;4960999214078;;;;;;184.88;available;;;;0;
BDR;Lenses for SLR;168180;Canon EF USM 4,0-5,6/75-300 III;Canon;6472A012;4960999214085;;;;;;232.98;available;;;;0;
BDR;Lenses for SLR;168236;Sigma EX 2,8/15 DG         SO/AF Diagonal-Fisheye;Sigma;476934;0085126475345;0085126476342;;;;;570.44;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;191114;Canon EF-L USM   2,8/14 II;Canon;2045B005;4960999450070;;;;;;1604.23;available;;;;0;
BDR;Lenses for SLR;202424;Canon EF-L USM   4,0/70-200;Canon;2578A009;4960999214207;;;;;;505.52;available;;;;0;
BDR;Lenses for SLR;214487;Sigma EX 2,8/4,5 fisheye DC HSM C/AF;Sigma;486954;0085126486549;;;;;;662.98;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;214494;Sigma EX 2,8/4,5 fisheye DC HSM NAFD;Sigma;486955;0085126486556;;;;;;662.98;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;214501;Sigma EX 2,8/4,5 fisheye DC HSM SI/AF;Sigma;486956;0085126486563;;;;;;629.33;available;;;;0;SIG-PPG
BDR;Lenses for SLR;214508;Sigma EX 2,8/10 fisheye DC HSM C/AF;Sigma;477954;0085126477547;;;;;;536.78;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;214515;Sigma EX 2,8/10 fisheye DC HSM NAFD;Sigma;477955;0085126477554;;;;;;536.78;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;214522;Sigma EX 2,8/10 fisheye DC HSM SI/AF;Sigma;477956;0085126477561;;;;;;536.78;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;225729;Tamron LD 4,0-5,6/70-300 DI N/AF;Tamron;A17NII;4960371005188;;;;;;92.89;awaiting;;;;0;
BDR;Lenses for SLR;226476;Canon EF   USM   2,8/100 Macro;Canon;4657A011;4960999214238;4960999214245;;;;;397.77;available;;;;0;
BDR;Lenses for SLR;227185;Pentax DA SDM   2,8/200;Pentax;21700;0027075139206;;;;;;803.48;onorder;;;;0;
BDR;Lenses for SLR;227192;Pentax DA SDM   4,0/300;Pentax;21760;0027075141261;;;;;;951.90;onorder;;;;0;
BDR;Lenses for SLR;228585;Tamron SP 2,8/17-50 DI II   P/AF;Tamron;A16P;4960371004730;;;;;;255.45;available;;;;0;
BDR;Lenses for SLR;228620;Tamron SP 2,8/17-50 DI II   N/AF;Tamron;A16NII;4960371005201;;;;;;255.45;available;;;;0;
BDR;Lenses for SLR;228634;Tamron XR 3,5-6,3/18-200 DI II N/AF;Tamron;A14NII;4960371005195;;;;;;120.96;available;;;;0;
BDR;Lenses for SLR;229677;Tamron SP 3,5-4,5/10-24 DI II C/AF;Tamron;B001E;4960371005362;;;;;;336.40;available;;;;0;
BDR;Lenses for SLR;229684;Tamron SP 3,5-4,5/10-24 DI II N/AF;Tamron;B001NII;4960371005386;;;;;;371.56;available;;;;0;
BDR;Lenses for SLR;229698;Tamron SP 3,5-4,5/10-24 DI II P/AF;Tamron;B001P;4960371005393;;;;;;371.56;onorder;;;;0;
BDR;Lenses for SLR;229712;Tamron SP 3,5-4,5/10-24 DI II SO/AF;Tamron;B001S;4960371005379;;;;;;371.56;onorder;;;;0;
BDR;Lenses for SLR;231651;Sigma 4,5-5,6/120-400 DG APO HSM                        SO/AF;Sigma;728962;0085126728625;0085126927219;;;;;657.53;available;;;;0;SIG-PPG
BDR;Lenses for SLR;231665;Sigma 5,0-6,3/150-500 DG APO OS HSM                      NAFD;Sigma;737955;0085126737559;;;;;;580.43;available;;;;0;SIG-PPG
BDR;Lenses for SLR;231672;Sigma 5,0-6,3/150-500 DG APO OS HSM                      C/AF;Sigma;737954;0085126737542;;;;;;580.43;available;;;;0;SIG-PPG
BDR;Lenses for SLR;232134;Sony              2,8/24-70 Carl Zeiss;Sony;SAL2470Z.AE;4905524340631;;;;;;1444.52;onorder;;;;0;Sony Europe Retail Partner Programm
BDR;Lenses for SLR;232148;Sony DT       3,5-6,3/18-250;Sony;SAL18250.AE;4905524415582;;;;;;456.30;onorder;;;;0;Sony Europe Retail Partner Programm
BDR;Lenses for SLR;232155;Sony DT       3,5-5,6/16-105;Sony;SAL16105.AE;4905524415612;;;;;;456.30;available;;;;0;Sony Europe Retail Partner Programm
BDR;Lenses for SLR;232162;Sony DT       4,5-5,6/11-18;Sony;SAL1118.AE;4905524340754;;;;;;493.29;onorder;;;;0;Sony Europe Retail Partner Programm
BDR;Lenses for SLR;238693;Olympus Zuiko D     2,8/25;Olympus;N3124092;4545350015817;;;;;;226.27;onorder;;;;0;
BDR;Lenses for SLR;252035;Tamron XR 2,8/28-75 DI      NAFD;Tamron;A09NII;4960371005317;;;;;;303.83;onorder;;;;0;
BDR;Lenses for SLR;254961;Pentax DA SDM   4,0/17-70;Pentax;21740;0027075141223;;;;;;479.66;onorder;;;;0;
BDR;Lenses for SLR;260477;Olympus Zuiko D     2,0/14-35 ED;Olympus;N2127392;4545335000135;4545350001353;;;;;2232.30;onorder;;;;0;
BDR;Lenses for SLR;270550;Canon EF-S     3,5-5,6/18-200 IS;Canon;2752B005;4960999575056;;;;;;417.26;awaiting;;;;0;
BDR;Lenses for SLR;271229;Nikon AF-S DX 3,5-5,6/18-105 VR;Nikon;JAA805DB;4960759025630;;;;;;210.87;available;;;;0;
BDR;Lenses for SLR;279139;Pentax DA SDM   4,0/60-250 ED;Pentax;21750;0027075141247;;;;;;1156.63;onorder;;;;0;
BDR;Lenses for SLR;279153;Pentax DA SDM   1,4/55;Pentax;21790;0027075147348;;;;;;646.50;onorder;;;;0;
BDR;Lenses for SLR;279503;Canon EF-L USM   1,4/24 II;Canon;2750B005;4960999575063;;;;;;1176.48;onorder;;;;0;
BDR;Lenses for SLR;283346;Tamron SP 2,8/90 Macro DI   N/AF;Tamron;272ENII;4960371005218;;;;;;332.86;available;;;;0;
BDR;Lenses for SLR;284141;Canon EF         1,8/50 II    52;Canon;2514A011;4960999212722;;;;;;88.57;available;;;;0;
BDR;Lenses for SLR;285838;Sigma EX 2,8/4,5 fisheye DC HSM SO/AF;Sigma;486962;0085126486624;;;;;;662.98;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;285978;Sigma EX 2,8/10 fisheye DC HSM P/AF;Sigma;477961;0085126477615;;;;;;536.78;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;285985;Sigma EX 2,8/10 fisheye DC HSM SO/AF;Sigma;477962;0085126477622;;;;;;536.78;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;285992;Sigma EX 2,8/4,5 fisheye DC HSM P/AF;Sigma;486961;0085126486617;;;;;;662.98;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;292607;Sony G        4,5-5,6/70-300 SSM;Sony;SAL70300G.AE;4905524415780;;;;;;691.43;onorder;;;;0;Sony Europe Retail Partner Programm
BDR;Lenses for SLR;294448;Sigma EX 2,8/300 DG APO     P/AF;Sigma;195945;0085126195458;;;;;;2598.09;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;299327;Sigma EX 2,8/24-70 DG HSM   C/AF;Sigma;571954;0085126571542;;;;;;730.29;available;;;;0;SIG-PPG
BDR;Lenses for SLR;299355;Sigma EX 2,8/24-70 DG HSM   N/AF;Sigma;571955;0085126571559;;;;;;730.29;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;299362;Sigma EX 2,8/24-70 DG HSM  SI/AF;Sigma;571956;0085126571566;;;;;;730.29;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;301424;Canon EF         2,5/50 Macro;Canon;2537A012;4960999212111;4960999212128;4960999213637;;;;231.47;awaiting;;;;0;
BDR;Lenses for SLR;309218;Sigma EX 2,8/24-70 DG HSM  SO/AF;Sigma;571962;0085126571627;;;;;;730.29;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;309225;Sigma EX 2,8/24-70 DG HSM   P/AF;Sigma;571961;0085126571610;;;;;;730.29;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;313187;Sigma EX 3,5/10-20 DC HSM   C/AF;Sigma;202954;0085126202545;;;;;;402.57;available;;;;0;SIG-PPG
BDR;Lenses for SLR;313201;Sigma EX 3,5/10-20 DC HSM   N/AF;Sigma;202955;0085126202552;;;;;;402.57;available;;;;0;SIG-PPG
BDR;Lenses for SLR;313208;Sigma EX 3,5/10-20 DC HSM   P/AF;Sigma;202961;0085126202613;;;;;;578.85;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;313215;Sigma EX 3,5/10-20 DC HSM  SI/AF;Sigma;202956;0085126202569;;;;;;433.88;available;;;;0;SIG-PPG
BDR;Lenses for SLR;313222;Sigma EX 3,5/10-20 DC HSM  SO/AF;Sigma;202962;0085126202620;;;;;;438.35;available;;;;0;SIG-PPG
BDR;Lenses for SLR;320418;Tamron SP 2,0/60 DI II      C/AF Macro;Tamron;G005E;4960371005423;;;;;;298.02;available;;;;0;
BDR;Lenses for SLR;320425;Tamron SP 2,0/60 DI II     SO/AF Macro;Tamron;G005S;4960371005447;;;;;;298.02;onorder;;;;0;
BDR;Lenses for SLR;320446;Tamron SP 2,0/60 DI II      N/AF Macro;Tamron;G005NII;4960371005430;;;;;;301.20;available;;;;0;
BDR;Lenses for SLR;338184;Pentax 3,5-5,6/18-55 AL WR;Pentax;21880;0027075154407;4961333154401;;;;;161.02;onorder;;;;0;
BDR;Lenses for SLR;338191;Pentax 4,0-5,6/50-200 ED WR;Pentax;21870;0027075154308;4961333154302;;;;;213.12;onorder;;;;0;
BDR;Lenses for SLR;357399;Canon EF-S 3,5-5,6/18-135 IS;Canon;3558B005;4960999635255;;;;;;328.77;available;;;;0;
BDR;Lenses for SLR;357406;Canon EF-S 3,5-5,6/15-85 IS USM;Canon;3560B005;4960999635262;;;;;;585.03;available;;;;0;
BDR;Lenses for SLR;357413;Canon EF 2,8/100 L Macro IS USM;Canon;3554B005;4960999635170;;;;;;676.36;awaiting;;;;0;
BDR;Lenses for SLR;361039;Tamron SP 2,8/17-50 DI II   C/AF VC LD ASL IF;Tamron;B005E;4960371005478;;;;;;323.18;available;;;;0;
BDR;Lenses for SLR;361046;Tamron SP 2,8/17-50 DI II   N/AF VC LD ASL IF;Tamron;17-50 NIKON VC;4960371005485;;;;;;323.18;available;;;;0;
BDR;Lenses for SLR;384496;Tokina ATX 3,5-5,6/16,5-135 N/AF;Tokina;T416513503;4961607634264;;;;;;419.50;available;;;;0;
BDR;Lenses for SLR;384979;Canon EF-L USM 2,8/70-200 IS II;Canon;2751B005;4960999575070;;;;;;1638.09;available;;;;0;
BDR;Lenses for SLR;385651;Loreo Lens in a Cap Fix Focus Lens        Minolta MD;Loreo;LA9002-MD;4019518024886;;;;;;22.68;available;;;;0;
BDR;Lenses for SLR;385700;Loreo PC Lens in a Cap Perspective Control   Minolta MD;Loreo;LA9003-MD;4019518025555;;;;;;30.27;available;;;;0;
BDR;Lenses for SLR;389473;Sony 2,8/28-75 SAM;Sony;SAL2875.AE;4905524607345;;;;;;553.31;onorder;;;;0;Sony Europe Retail Partner Programm
BDR;Lenses for SLR;390117;Loreo Lens in a Cap 3D Macro                 Nikon N;Loreo;LA9006-NIK;4019518025593;;;;;;105.44;available;;;;0;
BDR;Lenses for SLR;390124;Loreo Lens in a Cap 3D Macro             Sony/Min AF;Loreo;LA9006-SON;4019518026200;;;;;;105.44;available;;;;0;
BDR;Lenses for SLR;390131;Loreo Lens in a Cap 3D Macro                Pentax K;Loreo;LA9006-PEN;4019518026217;;;;;;105.44;available;;;;0;
BDR;Lenses for SLR;390173;Loreo Lens in a Cap 3D for full frame       Sony/Min AF;Loreo;LA9004-SON;4019518026279;;;;;;105.44;available;;;;0;
BDR;Lenses for SLR;390236;Loreo Lens in a Cap 3D for APS-C            Sony/Min AF;Loreo;LA9004-T-SON;4019518026958;;;;;;41.90;available;;;;0;
BDR;Lenses for SLR;401835;Sigma EX 2,8/17-50 DC OS    C/AF HSM;Sigma;583954;0085126583545;;;;;;562.02;available;;;;0;SIG-PPG
BDR;Lenses for SLR;401842;Sigma EX 2,8/17-50 DC OS    N/AF HSM;Sigma;583955;0085126583552;;;;;;562.02;available;;;;0;SIG-PPG
BDR;Lenses for SLR;401856;Sigma EX 2,8/17-50 DC       P/AF HSM;Sigma;58C961;0085126583613;0085126928629;;;;;562.02;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;401863;Sigma EX 2,8/17-50 DC OS   SI/AF HSM;Sigma;583956;0085126583569;;;;;;287.02;available;;;;0;SIG-PPG
BDR;Lenses for SLR;401870;Sigma EX 2,8/17-50 DC      SO/AF HSM;Sigma;58C962;0085126583620;0085126928636;;;;;562.02;available;;;;0;SIG-PPG
BDR;Lenses for SLR;401877;Sigma 4,5-6,3/50-500 OS DG  C/AF APO HSM;Sigma;738954;0085126738549;;;;;;901.31;available;;;;0;SIG-PPG
BDR;Lenses for SLR;401884;Sigma 4,5-6,3/50-500 OS DG  N/AF APO HSM;Sigma;738955;0085126738556;;;;;;901.31;available;;;;0;SIG-PPG
BDR;Lenses for SLR;401891;Sigma 4,5-6,3/50-500 OS DG  P/AF APO HSM;Sigma;738961;0085126738617;;;;;;970.64;awaiting;;;;0;SIG-PPG
BDR;Lenses for SLR;401898;Sigma 4,5-6,3/50-500 OS DG SI/AF APO HSM;Sigma;738956;0085126738563;;;;;;970.64;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;401905;Sigma 4,5-6,3/50-500 OS DG SO/AF APO HSM;Sigma;738962;0085126738624;;;;;;970.64;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;412573;Pentax      2,8/100 WR Macro;Pentax;21910;0027075163034;4961333163038;;;;;535.19;onorder;;;;0;
BDR;Lenses for SLR;413462;Sigma 4,5-5,6/8-16 DC HSM   C/AF;Sigma;203954;0085126203542;;;;;;612.50;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;413469;Sigma 4,5-5,6/8-16 DC HSM   N/AF;Sigma;203955;0085126203559;;;;;;612.60;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;413476;Sigma 4,5-5,6/8-16 DC HSM   P/AF;Sigma;203961;0085126203610;;;;;;612.50;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;413483;Sigma 4,5-5,6/8-16 DC HSM  SO/AF;Sigma;203962;0085126203627;;;;;;612.50;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;413490;Sigma 4,5-5,6/8-16 DC HSM  SI/AF;Sigma;203956;0085126203566;;;;;;612.50;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;423395;Pentax FA 1,4/50;Pentax;20817;0027075030534;4961333030538;;;;;309.44;onorder;;;;0;
BDR;Lenses for SLR;424879;Sigma EX 2,8/70-200 DG      C/AF OS HSM;Sigma;589954;0085126589547;;;;;;780.69;available;;;;0;SIG-PPG
BDR;Lenses for SLR;424886;Sigma EX 2,8/70-200 DG      N/AF OS HSM;Sigma;589955;0085126589554;;;;;;797.69;available;;;;0;SIG-PPG
BDR;Lenses for SLR;424900;Sigma EX 2,8/70-200 DG     SI/AF OS HSM;Sigma;589956;0085126589561;;;;;;780.69;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;424907;Sigma EX 2,8/70-200 DG     SO/AF OS HSM;Sigma;589962;0085126589622;;;;;;780.69;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;438690;Pentax DA              2,0/35 AL;Pentax;22190;0027075046351;;;;;;649.62;onorder;;;;0;
BDR;Lenses for SLR;442904;Sony              1,8/35;Sony;SAL35F18.AE;4905524700930;;;;;;138.95;available;;;;0;Sony Europe Retail Partner Programm
BDR;Lenses for SLR;442911;Sony F            2,8/85 SAM;Sony;SAL85F28.AE;4905524700961;;;;;;173.47;onorder;;;;0;Sony Europe Retail Partner Programm
BDR;Lenses for SLR;442918;Sony F            2,0/24 ZA SSM Distagon T*;Sony;SAL24F20Z.AE;4905524493115;4905524692112;;;;;864.08;onorder;;;;0;Sony Europe Retail Partner Programm
BDR;Lenses for SLR;446201;Tamron SP 4,0-5,6/70-300 DI VC USD                         C/AF;Tamron;A005E;4960371005539;;;;;;250.24;available;;;;0;
BDR;Lenses for SLR;446208;Tamron SP 4,0-5,6/70-300 DI USD SO/AF;Tamron;A005S;4960371005553;;;;;;250.24;available;;;;0;
BDR;Lenses for SLR;446222;Tamron SP 4,0-5,6/70-300 DI VC USD                         N/AF;Tamron;A005NII;4960371005546;;;;;;250.24;onorder;;;;0;
BDR;Lenses for SLR;450422;Canon EF 4,0-5,6/70-300 L IS USM;Canon;4426B005;4960999665023;;;;;;1030.25;available;;;;0;
BDR;Lenses for SLR;450506;Canon EF-L 4,0/8-15 USM Fisheye;Canon;4427B005;4960999665030;;;;;;961.00;available;;;;0;
BDR;Lenses for SLR;454867;Pentax 3,5-5,6/18-135 mm WR;Pentax;21977;0027075173767;;;;;;406.49;onorder;;;;0;
BDR;Lenses for SLR;468790;Sigma EX 1,4/85 DG HSM      C/AF;Sigma;320954;0085126320546;;;;;;780.77;available;;;;0;SIG-PPG
BDR;Lenses for SLR;468797;Sigma EX 1,4/85 DG HSM      NAFD;Sigma;320955;0085126320553;;;;;;780.77;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;468818;Sigma EX 1,4/85 DG HSM      P/AF;Sigma;320961;0085126320614;;;;;;780.77;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;468825;Sigma EX 1,4/85 DG HSM     SI/AF;Sigma;320956;0085126320560;;;;;;780.77;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;468832;Sigma EX 1,4/85 DG HSM     SO/AF;Sigma;320962;0085126320621;;;;;;780.77;onorder;;;;0;SIG-PPG
BDR;Lenses for SLR;480816;Tamron 3,5-6,3/18-270 DI II C/AF VC PZD;Tamron;B008E;4960371005560;;;;;;302.87;available;;;;0;
BDR;Lenses for SLR;480830;Tamron 3,5-6,3/18-270 DI II N/AF VC PZD;Tamron;B008N;4960371005577;;;;;;271.62;available;;;;0;
BDR;Lenses for SLR;480844;Tamron 3,5-6,3/18-270 DI   SO/AF II PZD;Tamron;B008S;4960371005584;;;;;;271.62;available;;;;0;
BDR;Lenses for SLR;485631;Canon EF USM     2,0/100;Canon;2518A012;4960999212821;;;;;;372.84;awaiting;;;;0;
